Point,Corner,mul_cap,nf_Mn_drive,nf_Mn_tail1,nf_Mn_tail2,nf_Mp_stg2,nf_Mn_drive_values,nf_Mn_tail1_values,nf_Mn_tail2_values,nf_Mp_stg2_values,Pass/Fail,Noise_10M,Noise_1M,Noise_DC,Phase Margin,Phase Margin Frequency,3dB Bandwidth,UGB,DC_Power,DC_Gain,Region_Drive_1,Region_Drive_2,Region_Mn_tail1,Region_Mn_tail2,Region_Mp_stg1_1,Region_Mp_stg1_2,Region_Mp_stg2,Region_Mp_Rz,Region_Mn2,Region_Mp3,Region_Mp4,Region_Mn_ibias,Slew Rate Value
123,nom,6,72,26,220,300,72,26,220,300,pass,3.591e-9,5.163e-9,25.72e-6,60.94,631.1e6,11.89e6,631.1e6,3.595e-3,48.54,2,2,2,2,2,2,2,1,2,2,2,2,542.6e6
124,nom,6,72,26,220,400,72,26,220,400,pass,3.627e-9,5.09e-9,23.93e-6,59.81,550.3e6,10.43e6,557.1e6,3.595e-3,48.98,2,2,2,2,2,2,2,1,2,2,2,2,491.7e6
125,nom,6,72,26,220,500,72,26,220,500,pass,3.657e-9,5.04e-9,22.59e-6,59.72,504.7e6,9.324e6,505.5e6,3.596e-3,49.24,2,2,2,2,2,2,2,1,2,2,2,2,452e6
126,nom,6,72,26,220,600,72,26,220,600,pass,3.683e-9,5.005e-9,21.52e-6,59.34,458.2e6,8.489e6,463.6e6,3.596e-3,49.41,2,2,2,2,2,2,2,1,2,2,2,2,420e6
127,nom,6,72,26,220,700,72,26,220,700,pass,3.707e-9,4.979e-9,20.65e-6,59.52,425.6e6,7.754e6,430.2e6,3.596e-3,49.53,2,2,2,2,2,2,2,1,2,2,2,2,388.3e6
128,nom,6,72,26,220,800,72,26,220,800,pass,3.727e-9,4.959e-9,19.92e-6,59.42,394.1e6,7.22e6,394.9e6,3.596e-3,49.62,2,2,2,2,2,2,2,1,2,2,2,2,363.1e6
129,nom,6,72,26,220,900,72,26,220,900,pass,3.746e-9,4.944e-9,19.29e-6,59.66,369.7e6,6.708e6,373.6e6,3.596e-3,49.68,2,2,2,2,2,2,2,1,2,2,2,2,341.4e6
130,nom,6,72,26,220,1e3,72,26,220,1e3,pass,3.763e-9,4.931e-9,18.75e-6,59.69,346.7e6,6.271e6,351e6,3.596e-3,49.73,2,2,2,2,2,2,2,1,2,2,2,2,318e6
131,nom,6,72,26,260,100,72,26,260,100,near,3.58e-9,5.675e-9,33.41e-6,50.77,1.102e9,19.41e6,1.111e9,4.184e-3,43.81,2,2,2,2,2,2,2,1,1,2,2,2,498.1e6
132,nom,6,72,26,260,200,72,26,260,200,near,3.542e-9,5.315e-9,28.89e-6,65.15,709e6,14.44e6,717.7e6,4.183e-3,47.19,2,2,2,2,2,2,2,1,1,2,2,2,581.3e6
133,nom,6,72,26,260,300,72,26,260,300,pass,3.578e-9,5.197e-9,26.48e-6,63.58,641.9e6,11.97e6,644.2e6,4.184e-3,48.21,2,2,2,2,2,2,2,1,2,2,2,2,530.1e6
134,nom,6,72,26,260,400,72,26,260,400,pass,3.611e-9,5.123e-9,24.76e-6,62.65,554.7e6,10.45e6,561.6e6,4.184e-3,48.73,2,2,2,2,2,2,2,1,2,2,2,2,480.8e6
135,nom,6,72,26,260,500,72,26,260,500,pass,3.639e-9,5.071e-9,23.45e-6,61.96,498.8e6,9.364e6,499.2e6,4.184e-3,49.04,2,2,2,2,2,2,2,1,2,2,2,2,445e6
136,nom,6,72,26,260,600,72,26,260,600,pass,3.664e-9,5.034e-9,22.4e-6,62.26,461.7e6,8.451e6,466.9e6,4.185e-3,49.25,2,2,2,2,2,2,2,1,2,2,2,2,410.9e6
137,nom,6,72,26,260,700,72,26,260,700,pass,3.686e-9,5.006e-9,21.53e-6,62.05,424.6e6,7.746e6,429.1e6,4.185e-3,49.4,2,2,2,2,2,2,2,1,2,2,2,2,380.4e6
138,nom,6,72,26,260,800,72,26,260,800,pass,3.706e-9,4.983e-9,20.79e-6,62.37,397e6,7.168e6,397.2e6,4.185e-3,49.5,2,2,2,2,2,2,2,1,2,2,2,2,355.2e6
139,nom,6,72,26,260,900,72,26,260,900,pass,3.724e-9,4.966e-9,20.15e-6,62.34,370.3e6,6.675e6,374.2e6,4.185e-3,49.58,2,2,2,2,2,2,2,1,2,2,2,2,332.9e6
140,nom,6,72,26,260,1e3,72,26,260,1e3,pass,3.74e-9,4.951e-9,19.6e-6,62.37,347.7e6,6.24e6,352.1e6,4.185e-3,49.65,2,2,2,2,2,2,2,1,2,2,2,2,316.9e6
141,nom,6,72,20,20,100,72,20,20,100,fail,4.254e-9,5.347e-9,19.51e-6,26.26,556.9e6,11.9e6,564.3e6,570.1e-6,50.1,3,3,2,2,2,2,2,1,2,2,2,2,640.7e6
142,nom,6,72,20,20,200,72,20,20,200,fail,4.375e-9,5.313e-9,16.08e-6,22.7,424.1e6,10.37e6,429.3e6,570.3e-6,50.22,3,3,2,2,2,2,2,1,2,2,2,2,577.9e6
143,nom,6,72,20,20,300,72,20,20,300,fail,4.444e-9,5.312e-9,14.34e-6,20.82,355e6,9.287e6,360.3e6,570.4e-6,50.17,3,3,2,2,2,2,2,1,2,2,2,2,507.2e6
144,nom,6,72,20,20,400,72,20,20,400,fail,4.49e-9,5.316e-9,13.21e-6,19.8,309.2e6,8.412e6,310.7e6,570.5e-6,50.1,3,3,2,2,2,2,2,1,2,2,2,2,464.3e6
145,nom,6,72,20,20,500,72,20,20,500,fail,4.525e-9,5.321e-9,12.4e-6,19.23,275.8e6,7.693e6,280e6,570.5e-6,50.03,3,3,2,2,2,2,2,1,2,2,2,2,426.2e6
146,nom,6,72,20,20,600,72,20,20,600,fail,4.552e-9,5.326e-9,11.77e-6,18.89,249.7e6,7.126e6,250.1e6,570.6e-6,49.96,3,3,2,2,2,2,2,1,2,2,2,2,392.3e6
147,nom,6,72,20,20,700,72,20,20,700,fail,4.574e-9,5.33e-9,11.27e-6,18.7,228.8e6,6.608e6,232.1e6,570.6e-6,49.9,3,3,2,2,2,2,2,1,2,2,2,2,350.8e6
148,nom,6,72,20,20,800,72,20,20,800,fail,4.593e-9,5.334e-9,10.86e-6,18.61,211.5e6,6.167e6,214.2e6,570.6e-6,49.83,3,3,2,2,2,2,2,1,2,2,2,2,325.2e6
149,nom,6,72,20,20,900,72,20,20,900,fail,4.61e-9,5.338e-9,10.51e-6,18.57,196.8e6,5.811e6,197.4e6,570.6e-6,49.78,3,3,2,2,2,2,2,1,2,2,2,2,304.7e6
150,nom,6,72,20,20,1e3,72,20,20,1e3,fail,4.624e-9,5.341e-9,10.22e-6,18.57,184.3e6,5.48e6,186.7e6,570.7e-6,49.72,3,3,2,2,2,2,2,1,2,2,2,2,287.7e6
151,nom,6,72,20,60,100,72,20,60,100,near,4.074e-9,5.53e-9,26.27e-6,48.55,699.6e6,12.77e6,707e6,1.158e-3,49.16,3,3,2,2,2,2,2,1,2,2,2,2,577.2e6
152,nom,6,72,20,60,200,72,20,60,200,near,4.186e-9,5.391e-9,21.83e-6,43.77,559.5e6,10.67e6,566.1e6,1.158e-3,49.88,3,3,2,2,2,2,2,1,2,2,2,2,522.4e6
153,nom,6,72,20,60,300,72,20,60,300,near,4.258e-9,5.345e-9,19.5e-6,41.68,477e6,9.34e6,480.7e6,1.158e-3,50.09,3,3,2,2,2,2,2,1,2,2,2,2,472e6
154,nom,6,72,20,60,400,72,20,60,400,near,4.309e-9,5.326e-9,18.06e-6,40.93,414.7e6,8.357e6,418e6,1.158e-3,50.18,3,3,2,2,2,2,2,1,2,2,2,2,423.1e6
155,nom,6,72,20,60,500,72,20,60,500,fail,4.351e-9,5.317e-9,16.94e-6,40.33,373.5e6,7.59e6,377.2e6,1.158e-3,50.21,3,3,2,2,2,2,2,1,2,2,2,2,389.4e6
156,nom,6,72,20,60,600,72,20,60,600,fail,4.385e-9,5.312e-9,16.08e-6,40.03,340.4e6,6.981e6,344.5e6,1.158e-3,50.21,3,3,2,2,2,2,2,1,2,2,2,2,351.7e6
157,nom,6,72,20,60,700,72,20,60,700,fail,4.413e-9,5.311e-9,15.42e-6,39.98,312.2e6,6.435e6,312.9e6,1.158e-3,50.21,3,3,2,2,2,2,2,1,2,2,2,2,322.5e6
158,nom,6,72,20,60,800,72,20,60,800,fail,4.438e-9,5.31e-9,14.83e-6,39.95,289.7e6,6.007e6,293.2e6,1.158e-3,50.19,3,3,2,2,2,2,2,1,2,2,2,2,307.7e6
159,nom,6,72,20,60,900,72,20,60,900,fail,4.461e-9,5.311e-9,14.33e-6,40,270.5e6,5.638e6,273.7e6,1.158e-3,50.17,3,3,2,2,2,2,2,1,2,2,2,2,288e6
160,nom,6,72,20,60,1e3,72,20,60,1e3,fail,4.48e-9,5.312e-9,13.93e-6,40.11,253.5e6,5.297e6,254.1e6,1.158e-3,50.15,3,3,2,2,2,2,2,1,2,2,2,2,271.9e6
161,nom,6,72,20,100,100,72,20,100,100,near,4.018e-9,5.658e-9,29.31e-6,49.4,866.9e6,13.43e6,873.1e6,1.746e-3,48.17,3,3,2,2,2,2,2,1,2,2,2,2,546.6e6
162,nom,6,72,20,100,200,72,20,100,200,near,4.108e-9,5.479e-9,24.87e-6,53.36,612.4e6,10.83e6,615.3e6,1.747e-3,49.39,3,3,2,2,2,2,2,1,2,2,2,2,501.1e6
163,nom,6,72,20,100,300,72,20,100,300,near,4.174e-9,5.405e-9,22.39e-6,51.93,513.8e6,9.354e6,516.3e6,1.747e-3,49.8,3,3,2,2,2,2,2,1,2,2,2,2,453.1e6
164,nom,6,72,20,100,400,72,20,100,400,near,4.224e-9,5.367e-9,20.73e-6,51.01,450.8e6,8.299e6,456.2e6,1.747e-3,49.99,3,3,2,2,2,2,2,1,2,2,2,2,408.2e6
165,nom,6,72,20,100,500,72,20,100,500,near,4.265e-9,5.345e-9,19.5e-6,50.52,404.7e6,7.507e6,406.1e6,1.747e-3,50.09,3,3,2,2,2,2,2,1,2,2,2,2,370.8e6
166,nom,6,72,20,100,600,72,20,100,600,near,4.3e-9,5.332e-9,18.55e-6,50.29,368.6e6,6.875e6,372.6e6,1.747e-3,50.15,3,3,2,2,2,2,2,1,2,2,2,2,343.7e6
167,nom,6,72,20,100,700,72,20,100,700,near,4.33e-9,5.323e-9,17.77e-6,50.2,339.2e6,6.308e6,343e6,1.747e-3,50.18,3,3,2,2,2,2,2,1,2,2,2,2,318.4e6
168,nom,6,72,20,100,800,72,20,100,800,near,4.356e-9,5.318e-9,17.12e-6,50.21,314.6e6,5.894e6,314.9e6,1.747e-3,50.2,3,3,2,2,2,2,2,1,2,2,2,2,284.4e6
169,nom,6,72,20,100,900,72,20,100,900,near,4.38e-9,5.315e-9,16.56e-6,50.29,293.7e6,5.515e6,296.8e6,1.747e-3,50.21,3,3,2,2,2,2,2,1,2,2,2,2,275.6e6
170,nom,6,72,20,100,1e3,72,20,100,1e3,near,4.401e-9,5.313e-9,16.08e-6,50.4,275.7e6,5.165e6,279.1e6,1.747e-3,50.21,3,3,2,2,2,2,2,1,2,2,2,2,260.2e6
171,nom,6,72,20,140,100,72,20,140,100,near,3.99e-9,5.774e-9,31.58e-6,64.25,750.2e6,14.05e6,755.9e6,2.334e-3,47.19,3,3,2,2,2,2,2,1,1,2,2,2,526e6
172,nom,6,72,20,140,200,72,20,140,200,near,4.06e-9,5.563e-9,27.14e-6,60.27,602.8e6,11e6,607.1e6,2.335e-3,48.9,3,3,2,2,2,2,2,1,2,2,2,2,481.3e6
173,nom,6,72,20,140,300,72,20,140,300,near,4.119e-9,5.469e-9,24.56e-6,58.4,523.4e6,9.378e6,527.5e6,2.336e-3,49.48,3,3,2,2,2,2,2,1,2,2,2,2,435.9e6
174,nom,6,72,20,140,400,72,20,140,400,near,4.166e-9,5.416e-9,22.8e-6,57.15,454.4e6,8.292e6,459.9e6,2.336e-3,49.76,3,3,2,2,2,2,2,1,2,2,2,2,397.7e6
175,nom,6,72,20,140,500,72,20,140,500,near,4.206e-9,5.383e-9,21.48e-6,56.82,412.9e6,7.463e6,415.9e6,2.336e-3,49.93,3,3,2,2,2,2,2,1,2,2,2,2,357.6e6
176,nom,6,72,20,140,600,72,20,140,600,near,4.24e-9,5.362e-9,20.45e-6,56.69,378.6e6,6.804e6,381.7e6,2.336e-3,50.03,3,3,2,2,2,2,2,1,2,2,2,2,335.3e6
177,nom,6,72,20,140,700,72,20,140,700,near,4.273e-9,5.345e-9,19.5e-6,56.59,349.7e6,6.241e6,354.1e6,2.336e-3,50.09,3,3,2,2,2,2,2,1,2,2,2,2,308e6
178,nom,6,72,20,140,800,72,20,140,800,near,4.299e-9,5.335e-9,18.81e-6,56.48,323.5e6,5.825e6,325.1e6,2.336e-3,50.14,3,3,2,2,2,2,2,1,2,2,2,2,289.1e6
179,nom,6,72,20,140,900,72,20,140,900,near,4.322e-9,5.328e-9,18.22e-6,56.63,302.7e6,5.435e6,304.9e6,2.336e-3,50.17,3,3,2,2,2,2,2,1,2,2,2,2,258.1e6
180,nom,6,72,20,140,1e3,72,20,140,1e3,near,4.344e-9,5.323e-9,17.7e-6,56.79,284.5e6,5.076e6,288.1e6,2.336e-3,50.19,3,3,2,2,2,2,2,1,2,2,2,2,252.5e6
181,nom,6,72,20,180,100,72,20,180,100,near,3.99e-9,5.917e-9,33.7e-6,66.59,790.5e6,14.5e6,791e6,2.924e-3,46.14,3,3,2,2,2,2,2,1,1,2,2,2,489.8e6
182,nom,6,72,20,180,200,72,20,180,200,near,4.031e-9,5.63e-9,28.7e-6,64.27,628.6e6,11.15e6,629.1e6,2.925e-3,48.41,3,3,2,2,2,2,2,1,2,2,2,2,470.9e6
183,nom,6,72,20,180,300,72,20,180,300,near,4.081e-9,5.529e-9,26.27e-6,62.4,513.7e6,9.436e6,516.4e6,2.925e-3,49.15,3,3,2,2,2,2,2,1,2,2,2,2,424.4e6
184,nom,6,72,20,180,400,72,20,180,400,near,4.129e-9,5.459e-9,24.27e-6,61.74,464.1e6,8.271e6,469.1e6,2.925e-3,49.51,3,3,2,2,2,2,2,1,2,2,2,2,384.9e6
185,nom,6,72,20,180,500,72,20,180,500,near,4.164e-9,5.422e-9,23.01e-6,61,415.3e6,7.443e6,418.7e6,2.925e-3,49.74,3,3,2,2,2,2,2,1,2,2,2,2,354.8e6
186,nom,6,72,20,180,600,72,20,180,600,near,4.2e-9,5.391e-9,21.83e-6,60.99,382.3e6,6.764e6,384.9e6,2.925e-3,49.88,3,3,2,2,2,2,2,1,2,2,2,2,325.5e6
187,nom,6,72,20,180,700,72,20,180,700,near,4.227e-9,5.373e-9,21.01e-6,60.78,351.6e6,6.203e6,356e6,2.925e-3,49.98,3,3,2,2,2,2,2,1,2,2,2,2,303.8e6
188,nom,6,72,20,180,800,72,20,180,800,near,4.255e-9,5.357e-9,20.19e-6,60.92,327.8e6,5.767e6,330.1e6,2.925e-3,50.04,3,3,2,2,2,2,2,1,2,2,2,2,279.7e6
189,nom,6,72,20,180,900,72,20,180,900,near,4.28e-9,5.346e-9,19.5e-6,61.08,307e6,5.372e6,308.6e6,2.925e-3,50.09,3,3,2,2,2,2,2,1,2,2,2,2,265.4e6
190,nom,6,72,20,180,1e3,72,20,180,1e3,near,4.3e-9,5.338e-9,18.99e-6,61.11,287.9e6,5.016e6,291.4e6,2.925e-3,50.13,3,3,2,2,2,2,2,1,2,2,2,2,238.9e6
191,nom,6,72,20,220,100,72,20,220,100,near,4.051e-9,6.127e-9,35.52e-6,66.9,820.9e6,14.87e6,823.5e6,3.513e-3,44.91,3,3,2,2,2,2,2,1,1,2,2,2,450e6
192,nom,6,72,20,220,200,72,20,220,200,near,4.01e-9,5.69e-9,29.98e-6,66.87,576.4e6,11.38e6,583.2e6,3.512e-3,47.92,3,3,2,2,2,2,2,1,1,2,2,2,459.2e6
193,nom,6,72,20,220,300,72,20,220,300,near,4.054e-9,5.583e-9,27.6e-6,65.83,518.6e6,9.468e6,522.1e6,3.514e-3,48.82,3,3,2,2,2,2,2,1,2,2,2,2,414.8e6
194,nom,6,72,20,220,400,72,20,220,400,near,4.1e-9,5.502e-9,25.53e-6,64.31,456.9e6,8.311e6,462.3e6,3.514e-3,49.26,3,3,2,2,2,2,2,1,2,2,2,2,379.6e6
195,nom,6,72,20,220,500,72,20,220,500,near,4.133e-9,5.46e-9,24.27e-6,64.48,418.6e6,7.409e6,422.4e6,3.514e-3,49.54,3,3,2,2,2,2,2,1,2,2,2,2,345.7e6
196,nom,6,72,20,220,600,72,20,220,600,near,4.168e-9,5.422e-9,23.02e-6,63.94,381.5e6,6.748e6,384.2e6,3.514e-3,49.72,3,3,2,2,2,2,2,1,2,2,2,2,318.7e6
197,nom,6,72,20,220,700,72,20,220,700,near,4.194e-9,5.401e-9,22.19e-6,64.24,354.1e6,6.154e6,358.6e6,3.514e-3,49.85,3,3,2,2,2,2,2,1,2,2,2,2,297.3e6
198,nom,6,72,20,220,800,72,20,220,800,near,4.222e-9,5.38e-9,21.32e-6,64.04,328.5e6,5.732e6,331e6,3.514e-3,49.93,3,3,2,2,2,2,2,1,2,2,2,2,273.7e6
199,nom,6,72,20,220,900,72,20,220,900,near,4.243e-9,5.368e-9,20.72e-6,64.36,308e6,5.319e6,309.4e6,3.514e-3,50.01,3,3,2,2,2,2,2,1,2,2,2,2,259.8e6
200,nom,6,72,20,220,1e3,72,20,220,1e3,near,4.266e-9,5.356e-9,20.07e-6,64.31,289.1e6,4.975e6,292.5e6,3.514e-3,50.05,3,3,2,2,2,2,2,1,2,2,2,2,244.9e6
201,nom,6,72,20,260,100,72,20,260,100,near,5.41e-9,10.43e-9,48.79e-6,89.3,513.1e6,13.14e6,515e6,4.106e-3,41.04,1,3,2,2,2,2,2,1,1,2,2,2,394.5e6
202,nom,6,72,20,260,200,72,20,260,200,near,3.992e-9,5.773e-9,31.53e-6,69.64,571.7e6,11.48e6,578.8e6,4.102e-3,47.42,3,3,2,2,2,2,2,1,1,2,2,2,447.4e6
203,nom,6,72,20,260,300,72,20,260,300,near,4.035e-9,5.629e-9,28.68e-6,68.54,522e6,9.513e6,526.1e6,4.103e-3,48.49,3,3,2,2,2,2,2,1,2,2,2,2,407.1e6
204,nom,6,72,20,260,400,72,20,260,400,near,4.076e-9,5.546e-9,26.69e-6,67.02,457.1e6,8.307e6,462.6e6,4.103e-3,49.02,3,3,2,2,2,2,2,1,2,2,2,2,368.7e6
205,nom,6,72,20,260,500,72,20,260,500,near,4.111e-9,5.49e-9,25.19e-6,66.24,413.2e6,7.441e6,416.3e6,4.103e-3,49.34,3,3,2,2,2,2,2,1,2,2,2,2,342.2e6
206,nom,6,72,20,260,600,72,20,260,600,near,4.144e-9,5.451e-9,24e-6,66.61,382.1e6,6.715e6,384.8e6,4.103e-3,49.55,3,3,2,2,2,2,2,1,2,2,2,2,311.7e6
207,nom,6,72,20,260,700,72,20,260,700,near,4.166e-9,5.429e-9,23.24e-6,66.45,352.1e6,6.142e6,356.6e6,4.103e-3,49.71,3,3,2,2,2,2,2,1,2,2,2,2,292.9e6
208,nom,6,72,20,260,800,72,20,260,800,near,4.192e-9,5.406e-9,22.38e-6,66.79,329e6,5.684e6,331.5e6,4.103e-3,49.82,3,3,2,2,2,2,2,1,2,2,2,2,272.5e6
209,nom,6,72,20,260,900,72,20,260,900,near,4.216e-9,5.388e-9,21.65e-6,66.68,307.3e6,5.292e6,308.9e6,4.103e-3,49.9,3,3,2,2,2,2,2,1,2,2,2,2,255.2e6
210,nom,6,72,20,260,1e3,72,20,260,1e3,near,4.237e-9,5.374e-9,21.01e-6,66.67,288.8e6,4.949e6,292.3e6,4.103e-3,49.97,3,3,2,2,2,2,2,1,2,2,2,2,240.2e6
211,nom,6,72,14,20,100,72,14,20,100,fail,5.051e-9,6.058e-9,21.48e-6,34.95,467.3e6,8.847e6,471.7e6,488.3e-6,50.5,3,3,2,2,2,2,2,1,2,2,2,2,433.2e6
212,nom,6,72,14,20,200,72,14,20,200,fail,5.211e-9,6.05e-9,17.63e-6,30.65,358.8e6,7.666e6,363.5e6,488.5e-6,50.64,3,3,2,2,2,2,2,1,2,2,2,2,393e6
213,nom,6,72,14,20,300,72,14,20,300,fail,5.305e-9,6.066e-9,15.66e-6,28.43,301.9e6,6.857e6,304.4e6,488.6e-6,50.61,3,3,2,2,2,2,2,1,2,2,2,2,341.7e6
214,nom,6,72,14,20,400,72,14,20,400,fail,5.369e-9,6.084e-9,14.38e-6,27.24,263.8e6,6.187e6,266.5e6,488.7e-6,50.54,3,3,2,2,2,2,2,1,2,2,2,2,314.4e6
215,nom,6,72,14,20,500,72,14,20,500,fail,5.417e-9,6.099e-9,13.45e-6,26.55,235.7e6,5.687e6,238.2e6,488.7e-6,50.48,3,3,2,2,2,2,2,1,2,2,2,2,276.6e6
216,nom,6,72,14,20,600,72,14,20,600,fail,5.456e-9,6.112e-9,12.74e-6,26.14,213.7e6,5.236e6,216.5e6,488.7e-6,50.41,3,3,2,2,2,2,2,1,2,2,2,2,257.4e6
217,nom,6,72,14,20,700,72,14,20,700,fail,5.488e-9,6.124e-9,12.17e-6,25.9,196e6,4.861e6,196.7e6,488.8e-6,50.35,3,3,2,2,2,2,2,1,2,2,2,2,240.8e6
218,nom,6,72,14,20,800,72,14,20,800,fail,5.515e-9,6.134e-9,11.7e-6,25.77,181.2e6,4.556e6,183.8e6,488.8e-6,50.29,3,3,2,2,2,2,2,1,2,2,2,2,225.1e6
219,nom,6,72,14,20,900,72,14,20,900,fail,5.539e-9,6.142e-9,11.3e-6,25.7,168.8e6,4.274e6,170.9e6,488.8e-6,50.24,3,3,2,2,2,2,2,1,2,2,2,2,209.9e6
220,nom,6,72,14,20,1e3,72,14,20,1e3,fail,5.56e-9,6.15e-9,10.96e-6,25.69,158.1e6,4.012e6,158.1e6,488.8e-6,50.19,3,3,2,2,2,2,2,1,2,2,2,2,189.3e6
221,nom,6,72,14,60,100,72,14,60,100,near,4.821e-9,6.233e-9,29.18e-6,58.07,541.6e6,9.418e6,547.2e6,1.076e-3,49.51,3,3,2,2,2,2,2,1,2,2,2,2,406.1e6
222,nom,6,72,14,60,200,72,14,60,200,near,4.963e-9,6.094e-9,24.11e-6,52.6,444.1e6,7.793e6,449.4e6,1.076e-3,50.26,3,3,2,2,2,2,2,1,2,2,2,2,358e6
223,nom,6,72,14,60,300,72,14,60,300,near,5.058e-9,6.057e-9,21.48e-6,50.24,382.4e6,6.835e6,384.9e6,1.076e-3,50.49,3,3,2,2,2,2,2,1,2,2,2,2,320.1e6
224,nom,6,72,14,60,400,72,14,60,400,near,5.124e-9,6.047e-9,19.88e-6,49.08,334.5e6,6.098e6,337.8e6,1.076e-3,50.59,3,3,2,2,2,2,2,1,2,2,2,2,291.7e6
225,nom,6,72,14,60,500,72,14,60,500,near,5.181e-9,6.046e-9,18.61e-6,48.46,302.1e6,5.552e6,304.4e6,1.076e-3,50.62,3,3,2,2,2,2,2,1,2,2,2,2,254.7e6
226,nom,6,72,14,60,600,72,14,60,600,near,5.228e-9,6.049e-9,17.63e-6,48.13,275.8e6,5.067e6,279.3e6,1.077e-3,50.63,3,3,2,2,2,2,2,1,2,2,2,2,243.3e6
227,nom,6,72,14,60,700,72,14,60,700,near,5.265e-9,6.054e-9,16.89e-6,47.97,253.3e6,4.705e6,253.8e6,1.077e-3,50.63,3,3,2,2,2,2,2,1,2,2,2,2,226.3e6
228,nom,6,72,14,60,800,72,14,60,800,near,5.3e-9,6.06e-9,16.22e-6,47.93,235.2e6,4.385e6,237.5e6,1.077e-3,50.62,3,3,2,2,2,2,2,1,2,2,2,2,206.9e6
229,nom,6,72,14,60,900,72,14,60,900,near,5.332e-9,6.066e-9,15.65e-6,47.96,219.7e6,4.092e6,222.4e6,1.077e-3,50.6,3,3,2,2,2,2,2,1,2,2,2,2,191.1e6
230,nom,6,72,14,60,1e3,72,14,60,1e3,near,5.358e-9,6.072e-9,15.2e-6,48.03,206e6,3.851e6,207.3e6,1.077e-3,50.59,3,3,2,2,2,2,2,1,2,2,2,2,178.4e6
231,nom,6,72,14,100,100,72,14,100,100,near,4.757e-9,6.364e-9,32.46e-6,63.15,652.9e6,9.849e6,655.5e6,1.665e-3,48.48,3,3,2,2,2,2,2,1,2,2,2,2,381.6e6
232,nom,6,72,14,100,200,72,14,100,200,near,4.867e-9,6.177e-9,27.49e-6,62.07,469e6,7.899e6,473.4e6,1.665e-3,49.74,3,3,2,2,2,2,2,1,2,2,2,2,343.7e6
233,nom,6,72,14,100,300,72,14,100,300,near,4.95e-9,6.106e-9,24.72e-6,59.85,399.6e6,6.844e6,399.9e6,1.665e-3,50.17,3,3,2,2,2,2,2,1,2,2,2,2,309e6
234,nom,6,72,14,100,400,72,14,100,400,near,5.015e-9,6.073e-9,22.85e-6,58.69,353.2e6,6.059e6,357.7e6,1.665e-3,50.37,3,3,2,2,2,2,2,1,2,2,2,2,282.3e6
235,nom,6,72,14,100,500,72,14,100,500,near,5.069e-9,6.057e-9,21.48e-6,58.09,318.4e6,5.483e6,318.9e6,1.665e-3,50.48,3,3,2,2,2,2,2,1,2,2,2,2,256.5e6
236,nom,6,72,14,100,600,72,14,100,600,near,5.115e-9,6.049e-9,20.4e-6,57.8,290.7e6,4.985e6,294e6,1.665e-3,50.55,3,3,2,2,2,2,2,1,2,2,2,2,232.9e6
237,nom,6,72,14,100,700,72,14,100,700,near,5.155e-9,6.046e-9,19.53e-6,57.67,267.9e6,4.621e6,270.8e6,1.665e-3,50.59,3,3,2,2,2,2,2,1,2,2,2,2,217.4e6
238,nom,6,72,14,100,800,72,14,100,800,near,5.19e-9,6.046e-9,18.8e-6,57.65,248.8e6,4.291e6,249.2e6,1.665e-3,50.61,3,3,2,2,2,2,2,1,2,2,2,2,206.2e6
239,nom,6,72,14,100,900,72,14,100,900,near,5.222e-9,6.047e-9,18.17e-6,57.69,232.4e6,3.99e6,234.9e6,1.665e-3,50.62,3,3,2,2,2,2,2,1,2,2,2,2,190.3e6
240,nom,6,72,14,100,1e3,72,14,100,1e3,near,5.251e-9,6.05e-9,17.63e-6,57.78,218.2e6,3.764e6,220.9e6,1.665e-3,50.63,3,3,2,2,2,2,2,1,2,2,2,2,179.8e6
241,nom,6,72,14,140,100,72,14,140,100,near,4.726e-9,6.484e-9,34.87e-6,72.15,544.5e6,10.33e6,550.9e6,2.252e-3,47.48,3,3,2,2,2,2,2,1,1,2,2,2,367.8e6
242,nom,6,72,14,140,200,72,14,140,200,near,4.811e-9,6.258e-9,29.89e-6,67.09,456.2e6,8.033e6,461.7e6,2.254e-3,49.23,3,3,2,2,2,2,2,1,2,2,2,2,333.7e6
243,nom,6,72,14,140,300,72,14,140,300,near,4.885e-9,6.163e-9,27.01e-6,65.27,400.6e6,6.873e6,401.2e6,2.254e-3,49.83,3,3,2,2,2,2,2,1,2,2,2,2,300.9e6
244,nom,6,72,14,140,400,72,14,140,400,near,4.945e-9,6.113e-9,25.04e-6,63.64,352.2e6,6.063e6,356.7e6,2.254e-3,50.12,3,3,2,2,2,2,2,1,2,2,2,2,273.6e6
245,nom,6,72,14,140,500,72,14,140,500,near,4.997e-9,6.085e-9,23.57e-6,63.41,320.5e6,5.456e6,321.5e6,2.254e-3,50.3,3,3,2,2,2,2,2,1,2,2,2,2,250e6
246,nom,6,72,14,140,600,72,14,140,600,near,5.041e-9,6.068e-9,22.42e-6,63.33,294.2e6,4.946e6,297.3e6,2.254e-3,50.41,3,3,2,2,2,2,2,1,2,2,2,2,231.1e6
247,nom,6,72,14,140,700,72,14,140,700,near,5.08e-9,6.058e-9,21.48e-6,63.33,272e6,4.569e6,275.2e6,2.254e-3,50.48,3,3,2,2,2,2,2,1,2,2,2,2,211.2e6
